  -0.15397500   1.39481500   2.50916000 -167.82194179 
  -0.15397500   1.39481500   2.55916000 -167.82676168 
  -0.15397500   1.39481500   2.60916000 -167.82356556 
  -0.10397500   0.99481500   2.20916000 -167.89537541 
  -0.10397500   0.99481500   2.25916000 -167.89466966 
  -0.10397500   0.99481500   2.30916000 -167.88990003 
  -0.10397500   0.99481500   2.35916000 -167.88237099 
  -0.10397500   0.99481500   2.40916000 -167.87298684 
  -0.10397500   0.99481500   2.45916000 -167.86239884 
  -0.10397500   0.99481500   2.50916000 -167.85108066 
  -0.10397500   0.99481500   2.55916000 -167.83938222 
  -0.10397500   0.99481500   2.60916000 -167.82755438 
  -0.10397500   1.04481500   2.20916000 -167.90690490 
  -0.10397500   1.04481500   2.25916000 -167.91107696 
  -0.10397500   1.04481500   2.30916000 -167.90949215 
  -0.10397500   1.04481500   2.35916000 -167.90400677 
  -0.10397500   1.04481500   2.40916000 -167.89591196 
  -0.10397500   1.04481500   2.45916000 -167.88610030 
  -0.10397500   1.04481500   2.50916000 -167.87520743 
  -0.10397500   1.04481500   2.55916000 -167.86368731 
  -0.10397500   1.04481500   2.60916000 -167.85187032 
  -0.10397500   1.09481500   2.20916000 -167.90089178 
  -0.10397500   1.09481500   2.25916000 -167.91236869 
  -0.10397500   1.09481500   2.30916000 -167.91555832 
  -0.10397500   1.09481500   2.35916000 -167.91310338 
  -0.10397500   1.09481500   2.40916000 -167.90687971 
  -0.10397500   1.09481500   2.45916000 -167.89818200 
  -0.10397500   1.09481500   2.50916000 -167.88789922 
  -0.10397500   1.09481500   2.55916000 -167.87665469 
  -0.10397500   1.09481500   2.60916000 -167.86488474 
  -0.10397500   1.14481500   2.20916000 -167.87702351 
  -0.10397500   1.14481500   2.25916000 -167.89933394 
  -0.10397500   1.14481500   2.30916000 -167.90975917 
  -0.10397500   1.14481500   2.35916000 -167.91199003 
  -0.10397500   1.14481500   2.40916000 -167.90866622 
  -0.10397500   1.14481500   2.45916000 -167.90168481 
  -0.10397500   1.14481500   2.50916000 -167.89234878 
  -0.10397500   1.14481500   2.55916000 -167.88155200 
  -0.10397500   1.14481500   2.60916000 -167.86990881 
  -0.10397500   1.19481500   2.20916000 -167.83270454 
  -0.10397500   1.19481500   2.25916000 -167.87078765 
  -0.10397500   1.19481500   2.30916000 -167.89205706 
  -0.10397500   1.19481500   2.35916000 -167.90149879 
  -0.10397500   1.19481500   2.40916000 -167.90278318 
  -0.10397500   1.19481500   2.45916000 -167.89859604 
  -0.10397500   1.19481500   2.50916000 -167.89084085 
  -0.10397500   1.19481500   2.55916000 -167.88083573 
  -0.10397500   1.19481500   2.60916000 -167.86948401 
  -0.10397500   1.24481500   2.20916000 -167.76318718 
  -0.10397500   1.24481500   2.25916000 -167.82366286 
  -0.10397500   1.24481500   2.30916000 -167.86064472 
  -0.10397500   1.24481500   2.35916000 -167.88090408 
  -0.10397500   1.24481500   2.40916000 -167.88938857 
  -0.10397500   1.24481500   2.45916000 -167.88977171 
  -0.10397500   1.24481500   2.50916000 -167.88472813 
  -0.10397500   1.24481500   2.55916000 -167.87618675 
